month,psa,cameras,property_crime,violent_crime,crimes
2018-01-01,101,0,56,3,59
2018-01-01,102,0,27,2,29
2018-01-01,103,0,17,0,17
2018-01-01,104,6,53,0,53
2018-01-01,105,1,24,3,27
2018-01-01,106,4,54,1,55
2018-01-01,107,7,50,1,51
2018-01-01,108,10,27,0,27
2018-01-01,201,3,16,0,16
2018-01-01,202,11,32,0,32
2018-01-01,203,1,26,1,27
2018-01-01,204,1,24,1,25
2018-01-01,205,2,30,1,31
2018-01-01,206,5,71,1,72
2018-01-01,207,0,91,5,96
2018-01-01,208,5,80,4,84
2018-01-01,301,2,47,1,48
2018-01-01,302,7,98,3,101
2018-01-01,303,3,47,2,49
2018-01-01,304,1,46,1,47
2018-01-01,305,3,90,2,92
2018-01-01,306,0,47,0,47
2018-01-01,307,1,65,4,69
2018-01-01,308,2,50,2,52
2018-01-01,401,5,52,0,52
2018-01-01,402,6,40,0,40
2018-01-01,403,7,41,1,42
2018-01-01,404,7,36,4,40
2018-01-01,405,8,28,1,29
2018-01-01,406,5,49,3,52
2018-01-01,407,12,21,1,22
2018-01-01,408,3,25,2,27
2018-01-01,409,8,42,3,45
2018-01-01,501,7,55,1,56
2018-01-01,502,8,42,2,44
2018-01-01,503,13,51,1,52
2018-01-01,504,1,22,1,23
2018-01-01,505,2,41,2,43
2018-01-01,506,5,48,8,56
2018-01-01,507,8,42,11,53
2018-01-01,601,2,14,6,20
2018-01-01,602,1,64,7,71
2018-01-01,603,2,66,9,75
2018-01-01,604,3,46,5,51
2018-01-01,605,5,27,7,34
2018-01-01,606,0,23,1,24
2018-01-01,607,1,43,4,47
2018-01-01,608,1,33,5,38
2018-01-01,701,3,21,4,25
2018-01-01,702,0,10,9,19
2018-01-01,703,1,21,5,26
2018-01-01,704,3,30,4,34
2018-01-01,705,1,20,3,23
2018-01-01,706,0,19,8,27
2018-01-01,707,1,23,2,25
2018-01-01,708,3,30,3,33
2018-02-01,101,0,59,1,60
2018-02-01,102,0,30,2,32
2018-02-01,103,0,16,1,17
2018-02-01,104,11,47,2,49
2018-02-01,105,0,13,2,15
2018-02-01,106,2,53,0,53
2018-02-01,107,4,28,1,29
2018-02-01,108,15,17,1,18
2018-02-01,201,3,12,0,12
2018-02-01,202,5,29,0,29
2018-02-01,203,1,26,1,27
2018-02-01,204,2,21,1,22
2018-02-01,205,2,16,0,16
2018-02-01,206,1,62,5,67
2018-02-01,207,1,76,3,79
2018-02-01,208,1,48,5,53
2018-02-01,301,0,39,1,40
2018-02-01,302,3,67,1,68
2018-02-01,303,1,32,4,36
2018-02-01,304,0,48,3,51
2018-02-01,305,1,69,4,73
2018-02-01,306,2,39,1,40
2018-02-01,307,0,57,2,59
2018-02-01,308,2,45,5,50
2018-02-01,401,4,62,1,63
2018-02-01,402,3,40,2,42
2018-02-01,403,10,23,2,25
2018-02-01,404,9,37,1,38
2018-02-01,405,5,39,1,40
2018-02-01,406,6,31,0,31
2018-02-01,407,6,15,2,17
2018-02-01,408,1,32,1,33
2018-02-01,409,6,28,2,30
2018-02-01,501,5,69,6,75
2018-02-01,502,5,45,0,45
2018-02-01,503,7,41,2,43
2018-02-01,504,2,32,1,33
2018-02-01,505,1,39,3,42
2018-02-01,506,3,51,5,56
2018-02-01,507,4,46,10,56
2018-02-01,601,1,11,3,14
2018-02-01,602,2,48,7,55
2018-02-01,603,2,46,8,54
2018-02-01,604,3,47,7,54
2018-02-01,605,2,20,2,22
2018-02-01,606,2,14,3,17
2018-02-01,607,1,25,4,29
2018-02-01,608,3,18,4,22
2018-02-01,701,2,20,2,22
2018-02-01,702,1,14,7,21
2018-02-01,703,1,20,4,24
2018-02-01,704,1,31,5,36
2018-02-01,705,2,16,3,19
2018-02-01,706,0,11,9,20
2018-02-01,707,1,23,8,31
2018-02-01,708,0,27,5,32
2018-03-01,101,0,47,3,50
2018-03-01,102,0,39,0,39
2018-03-01,103,0,16,0,16
2018-03-01,104,14,32,1,33
2018-03-01,105,1,20,1,21
2018-03-01,106,1,69,2,71
2018-03-01,107,7,31,4,35
2018-03-01,108,13,17,0,17
2018-03-01,201,4,29,0,29
2018-03-01,202,5,39,1,40
2018-03-01,203,2,31,0,31
2018-03-01,204,0,42,0,42
2018-03-01,205,4,36,0,36
2018-03-01,206,2,79,0,79
2018-03-01,207,1,84,5,89
2018-03-01,208,0,59,3,62
2018-03-01,301,3,41,0,41
2018-03-01,302,4,80,3,83
2018-03-01,303,1,41,1,42
2018-03-01,304,3,50,3,53
2018-03-01,305,2,67,0,67
2018-03-01,306,1,43,1,44
2018-03-01,307,3,48,2,50
2018-03-01,308,3,38,2,40
2018-03-01,401,7,56,2,58
2018-03-01,402,5,54,1,55
2018-03-01,403,4,28,0,28
2018-03-01,404,7,30,2,32
2018-03-01,405,7,43,2,45
2018-03-01,406,5,49,0,49
2018-03-01,407,14,21,2,23
2018-03-01,408,1,22,1,23
2018-03-01,409,1,26,4,30
2018-03-01,501,9,58,4,62
2018-03-01,502,5,42,2,44
2018-03-01,503,8,53,1,54
2018-03-01,504,6,18,1,19
2018-03-01,505,2,37,5,42
2018-03-01,506,13,37,5,42
2018-03-01,507,10,42,14,56
2018-03-01,601,3,8,3,11
2018-03-01,602,2,58,8,66
2018-03-01,603,2,43,5,48
2018-03-01,604,3,34,7,41
2018-03-01,605,2,24,1,25
2018-03-01,606,0,23,1,24
2018-03-01,607,1,45,4,49
2018-03-01,608,2,37,8,45
2018-03-01,701,3,18,2,20
2018-03-01,702,1,12,6,18
2018-03-01,703,2,20,3,23
2018-03-01,704,0,35,8,43
2018-03-01,705,1,13,5,18
2018-03-01,706,0,11,6,17
2018-03-01,707,1,23,3,26
2018-03-01,708,2,23,3,26
2018-04-01,101,0,47,3,50
2018-04-01,102,0,46,3,49
2018-04-01,103,0,30,0,30
2018-04-01,104,15,49,2,51
2018-04-01,105,1,15,4,19
2018-04-01,106,4,67,4,71
2018-04-01,107,7,44,2,46
2018-04-01,108,13,18,0,18
2018-04-01,201,3,18,0,18
2018-04-01,202,6,44,1,45
2018-04-01,203,3,33,2,35
2018-04-01,204,2,28,3,31
2018-04-01,205,3,22,0,22
2018-04-01,206,3,88,3,91
2018-04-01,207,1,64,3,67
2018-04-01,208,1,70,6,76
2018-04-01,301,3,27,2,29
2018-04-01,302,5,81,8,89
2018-04-01,303,2,34,1,35
2018-04-01,304,1,44,2,46
2018-04-01,305,1,63,1,64
2018-04-01,306,2,30,2,32
2018-04-01,307,0,45,2,47
2018-04-01,308,2,46,3,49
2018-04-01,401,1,50,0,50
2018-04-01,402,3,38,1,39
2018-04-01,403,4,25,4,29
2018-04-01,404,5,49,1,50
2018-04-01,405,2,32,1,33
2018-04-01,406,1,48,3,51
2018-04-01,407,6,34,6,40
2018-04-01,408,2,17,1,18
2018-04-01,409,5,24,3,27
2018-04-01,501,8,48,4,52
2018-04-01,502,5,54,1,55
2018-04-01,503,2,55,5,60
2018-04-01,504,2,31,2,33
2018-04-01,505,1,31,4,35
2018-04-01,506,3,58,10,68
2018-04-01,507,4,53,6,59
2018-04-01,601,1,9,2,11
2018-04-01,602,2,49,6,55
2018-04-01,603,1,42,8,50
2018-04-01,604,3,52,15,67
2018-04-01,605,0,27,3,30
2018-04-01,606,1,20,4,24
2018-04-01,607,2,34,9,43
2018-04-01,608,2,36,5,41
2018-04-01,701,3,24,5,29
2018-04-01,702,2,12,6,18
2018-04-01,703,3,37,2,39
2018-04-01,704,3,26,4,30
2018-04-01,705,0,16,5,21
2018-04-01,706,3,5,9,14
2018-04-01,707,1,24,5,29
2018-04-01,708,1,29,6,35
2018-05-01,101,0,47,1,48
2018-05-01,102,0,42,1,43
2018-05-01,103,0,24,0,24
2018-05-01,104,6,57,0,57
2018-05-01,105,0,21,1,22
2018-05-01,106,2,87,1,88
2018-05-01,107,0,57,3,60
2018-05-01,108,5,32,0,32
2018-05-01,201,4,37,0,37
2018-05-01,202,3,40,1,41
2018-05-01,203,3,32,1,33
2018-05-01,204,1,40,1,41
2018-05-01,205,2,29,0,29
2018-05-01,206,4,89,3,92
2018-05-01,207,1,107,2,109
2018-05-01,208,0,86,3,89
2018-05-01,301,0,41,1,42
2018-05-01,302,3,82,5,87
2018-05-01,303,2,32,2,34
2018-05-01,304,1,48,4,52
2018-05-01,305,1,84,1,85
2018-05-01,306,1,33,2,35
2018-05-01,307,1,54,1,55
2018-05-01,308,0,45,4,49
2018-05-01,401,2,28,3,31
2018-05-01,402,4,55,2,57
2018-05-01,403,4,27,2,29
2018-05-01,404,3,45,6,51
2018-05-01,405,3,38,3,41
2018-05-01,406,7,37,4,41
2018-05-01,407,3,41,2,43
2018-05-01,408,4,16,1,17
2018-05-01,409,3,28,3,31
2018-05-01,501,4,57,2,59
2018-05-01,502,2,38,6,44
2018-05-01,503,8,66,3,69
2018-05-01,504,3,36,1,37
2018-05-01,505,2,52,4,56
2018-05-01,506,3,56,4,60
2018-05-01,507,6,54,10,64
2018-05-01,601,0,19,3,22
2018-05-01,602,4,52,8,60
2018-05-01,603,4,74,8,82
2018-05-01,604,5,62,18,80
2018-05-01,605,2,41,0,41
2018-05-01,606,1,36,3,39
2018-05-01,607,2,41,4,45
2018-05-01,608,1,41,6,47
2018-05-01,701,0,32,4,36
2018-05-01,702,0,14,4,18
2018-05-01,703,1,18,5,23
2018-05-01,704,2,42,8,50
2018-05-01,705,1,21,5,26
2018-05-01,706,0,20,6,26
2018-05-01,707,0,27,10,37
2018-05-01,708,2,25,7,32
2018-06-01,101,0,74,1,75
2018-06-01,102,0,56,5,61
2018-06-01,103,0,31,3,34
2018-06-01,104,3,68,1,69
2018-06-01,105,0,33,2,35
2018-06-01,106,0,81,2,83
2018-06-01,107,1,60,7,67
2018-06-01,108,5,35,0,35
2018-06-01,201,1,23,0,23
2018-06-01,202,2,54,0,54
2018-06-01,203,2,33,2,35
2018-06-01,204,0,34,0,34
2018-06-01,205,6,19,0,19
2018-06-01,206,1,87,0,87
2018-06-01,207,0,107,3,110
2018-06-01,208,1,91,5,96
2018-06-01,301,1,42,1,43
2018-06-01,302,3,84,7,91
2018-06-01,303,0,45,1,46
2018-06-01,304,2,59,0,59
2018-06-01,305,3,91,3,94
2018-06-01,306,1,41,0,41
2018-06-01,307,0,56,2,58
2018-06-01,308,3,67,2,69
2018-06-01,401,3,45,2,47
2018-06-01,402,5,52,1,53
2018-06-01,403,8,35,4,39
2018-06-01,404,3,37,1,38
2018-06-01,405,5,31,3,34
2018-06-01,406,1,37,4,41
2018-06-01,407,9,42,2,44
2018-06-01,408,3,34,1,35
2018-06-01,409,5,38,1,39
2018-06-01,501,5,77,4,81
2018-06-01,502,7,45,6,51
2018-06-01,503,6,62,1,63
2018-06-01,504,5,43,2,45
2018-06-01,505,0,48,6,54
2018-06-01,506,4,57,7,64
2018-06-01,507,7,57,9,66
2018-06-01,601,3,21,2,23
2018-06-01,602,2,58,7,65
2018-06-01,603,1,46,9,55
2018-06-01,604,1,61,9,70
2018-06-01,605,4,32,4,36
2018-06-01,606,1,33,1,34
2018-06-01,607,1,38,2,40
2018-06-01,608,3,45,3,48
2018-06-01,701,3,21,5,26
2018-06-01,702,2,19,3,22
2018-06-01,703,4,26,4,30
2018-06-01,704,0,29,5,34
2018-06-01,705,2,12,3,15
2018-06-01,706,0,22,5,27
2018-06-01,707,0,23,2,25
2018-06-01,708,0,19,7,26
2018-07-01,101,0,71,1,72
2018-07-01,102,0,53,5,58
2018-07-01,103,0,34,0,34
2018-07-01,104,4,55,5,60
2018-07-01,105,4,33,1,34
2018-07-01,106,4,115,2,117
2018-07-01,107,4,54,3,57
2018-07-01,108,11,29,1,30
2018-07-01,201,2,31,0,31
2018-07-01,202,2,53,1,54
2018-07-01,203,0,28,0,28
2018-07-01,204,0,40,0,40
2018-07-01,205,4,16,0,16
2018-07-01,206,0,124,3,127
2018-07-01,207,0,109,2,111
2018-07-01,208,1,92,8,100
2018-07-01,301,0,54,2,56
2018-07-01,302,6,67,0,67
2018-07-01,303,1,58,0,58
2018-07-01,304,3,48,5,53
2018-07-01,305,0,138,3,141
2018-07-01,306,1,44,0,44
2018-07-01,307,1,80,2,82
2018-07-01,308,2,83,6,89
2018-07-01,401,4,49,2,51
2018-07-01,402,7,53,1,54
2018-07-01,403,5,34,6,40
2018-07-01,404,7,44,2,46
2018-07-01,405,5,40,2,42
2018-07-01,406,7,50,0,50
2018-07-01,407,9,37,2,39
2018-07-01,408,3,30,3,33
2018-07-01,409,2,36,2,38
2018-07-01,501,4,70,0,70
2018-07-01,502,0,60,3,63
2018-07-01,503,3,72,4,76
2018-07-01,504,5,42,1,43
2018-07-01,505,2,58,6,64
2018-07-01,506,9,77,3,80
2018-07-01,507,5,43,9,52
2018-07-01,601,4,12,5,17
2018-07-01,602,0,57,7,64
2018-07-01,603,3,62,6,68
2018-07-01,604,1,51,11,62
2018-07-01,605,2,41,2,43
2018-07-01,606,0,48,0,48
2018-07-01,607,3,43,17,60
2018-07-01,608,2,38,5,43
2018-07-01,701,7,17,8,25
2018-07-01,702,4,31,5,36
2018-07-01,703,0,36,4,40
2018-07-01,704,1,30,3,33
2018-07-01,705,1,13,2,15
2018-07-01,706,0,23,5,28
2018-07-01,707,0,34,6,40
2018-07-01,708,0,32,5,37
2018-08-01,101,0,66,1,67
2018-08-01,102,0,58,5,63
2018-08-01,103,0,23,0,23
2018-08-01,104,6,88,2,90
2018-08-01,105,4,22,0,22
2018-08-01,106,3,110,2,112
2018-08-01,107,4,59,1,60
2018-08-01,108,10,37,1,38
2018-08-01,201,4,22,1,23
2018-08-01,202,6,62,2,64
2018-08-01,203,0,46,0,46
2018-08-01,204,3,54,0,54
2018-08-01,205,3,28,0,28
2018-08-01,206,3,131,3,134
2018-08-01,207,1,115,3,118
2018-08-01,208,1,112,4,116
2018-08-01,301,1,77,2,79
2018-08-01,302,7,78,4,82
2018-08-01,303,1,58,0,58
2018-08-01,304,1,62,2,64
2018-08-01,305,0,146,5,151
2018-08-01,306,1,49,3,52
2018-08-01,307,1,97,2,99
2018-08-01,308,1,75,6,81
2018-08-01,401,12,48,4,52
2018-08-01,402,5,52,3,55
2018-08-01,403,10,36,7,43
2018-08-01,404,3,64,1,65
2018-08-01,405,9,46,1,47
2018-08-01,406,5,35,2,37
2018-08-01,407,16,31,2,33
2018-08-01,408,7,35,1,36
2018-08-01,409,5,37,1,38
2018-08-01,501,11,85,3,88
2018-08-01,502,13,56,5,61
2018-08-01,503,8,72,10,82
2018-08-01,504,5,31,0,31
2018-08-01,505,1,66,2,68
2018-08-01,506,2,66,8,74
2018-08-01,507,4,51,7,58
2018-08-01,601,2,31,3,34
2018-08-01,602,6,66,8,74
2018-08-01,603,3,82,7,89
2018-08-01,604,3,55,15,70
2018-08-01,605,3,35,5,40
2018-08-01,606,2,49,2,51
2018-08-01,607,1,60,10,70
2018-08-01,608,2,37,6,43
2018-08-01,701,8,23,6,29
2018-08-01,702,0,14,2,16
2018-08-01,703,1,38,1,39
2018-08-01,704,24,30,7,37
2018-08-01,705,3,17,4,21
2018-08-01,706,0,25,2,27
2018-08-01,707,2,16,6,22
2018-08-01,708,1,24,7,31
2018-09-01,101,0,65,2,67
2018-09-01,102,0,69,4,73
2018-09-01,103,0,26,0,26
2018-09-01,104,5,110,1,111
2018-09-01,105,0,19,8,27
2018-09-01,106,1,84,2,86
2018-09-01,107,6,48,1,49
2018-09-01,108,8,44,0,44
2018-09-01,201,3,16,0,16
2018-09-01,202,2,54,1,55
2018-09-01,203,1,34,0,34
2018-09-01,204,1,41,0,41
2018-09-01,205,7,14,0,14
2018-09-01,206,2,129,2,131
2018-09-01,207,0,114,9,123
2018-09-01,208,1,103,2,105
2018-09-01,301,2,44,1,45
2018-09-01,302,2,83,2,85
2018-09-01,303,0,44,3,47
2018-09-01,304,1,63,1,64
2018-09-01,305,0,163,1,164
2018-09-01,306,2,45,2,47
2018-09-01,307,0,63,2,65
2018-09-01,308,6,61,0,61
2018-09-01,401,8,57,2,59
2018-09-01,402,6,48,1,49
2018-09-01,403,10,34,1,35
2018-09-01,404,4,56,3,59
2018-09-01,405,5,37,1,38
2018-09-01,406,4,49,3,52
2018-09-01,407,15,46,2,48
2018-09-01,408,0,22,1,23
2018-09-01,409,4,33,1,34
2018-09-01,501,9,90,1,91
2018-09-01,502,7,60,4,64
2018-09-01,503,3,76,0,76
2018-09-01,504,7,40,1,41
2018-09-01,505,1,74,4,78
2018-09-01,506,4,73,4,77
2018-09-01,507,2,51,15,66
2018-09-01,601,2,33,1,34
2018-09-01,602,3,77,5,82
2018-09-01,603,4,62,3,65
2018-09-01,604,3,40,8,48
2018-09-01,605,1,33,3,36
2018-09-01,606,0,46,0,46
2018-09-01,607,3,38,9,47
2018-09-01,608,3,49,6,55
2018-09-01,701,3,28,2,30
2018-09-01,702,1,15,9,24
2018-09-01,703,0,27,8,35
2018-09-01,704,0,19,5,24
2018-09-01,705,2,12,3,15
2018-09-01,706,1,26,9,35
2018-09-01,707,2,18,4,22
2018-09-01,708,0,33,3,36
2018-10-01,101,0,62,2,64
2018-10-01,102,0,52,3,55
2018-10-01,103,0,33,1,34
2018-10-01,104,0,72,2,74
2018-10-01,105,0,32,3,35
2018-10-01,106,0,94,2,96
2018-10-01,107,0,58,1,59
2018-10-01,108,3,49,1,50
2018-10-01,201,0,19,0,19
2018-10-01,202,1,60,0,60
2018-10-01,203,0,42,0,42
2018-10-01,204,1,47,0,47
2018-10-01,205,0,22,1,23
2018-10-01,206,1,123,2,125
2018-10-01,207,0,134,1,135
2018-10-01,208,0,119,6,125
2018-10-01,301,0,46,1,47
2018-10-01,302,1,94,4,98
2018-10-01,303,0,61,2,63
2018-10-01,304,1,73,1,74
2018-10-01,305,0,131,5,136
2018-10-01,306,0,52,2,54
2018-10-01,307,0,68,3,71
2018-10-01,308,0,89,1,90
2018-10-01,401,0,56,1,57
2018-10-01,402,0,39,1,40
2018-10-01,403,1,27,6,33
2018-10-01,404,1,53,2,55
2018-10-01,405,1,42,1,43
2018-10-01,406,0,30,1,31
2018-10-01,407,1,32,3,35
2018-10-01,408,0,24,1,25
2018-10-01,409,0,33,2,35
2018-10-01,501,0,103,3,106
2018-10-01,502,2,64,2,66
2018-10-01,503,2,84,1,85
2018-10-01,504,0,51,3,54
2018-10-01,505,0,70,5,75
2018-10-01,506,0,62,5,67
2018-10-01,507,2,42,12,54
2018-10-01,601,0,17,6,23
2018-10-01,602,0,81,10,91
2018-10-01,603,0,71,7,78
2018-10-01,604,0,43,13,56
2018-10-01,605,0,40,4,44
2018-10-01,606,0,33,2,35
2018-10-01,607,0,47,10,57
2018-10-01,608,0,49,4,53
2018-10-01,701,0,29,5,34
2018-10-01,702,0,16,2,18
2018-10-01,703,0,27,3,30
2018-10-01,704,1,29,3,32
2018-10-01,705,0,23,4,27
2018-10-01,706,0,23,7,30
2018-10-01,707,0,28,6,34
2018-10-01,708,0,17,9,26
2018-11-01,101,0,48,0,48
2018-11-01,102,0,41,2,43
2018-11-01,103,0,32,0,32
2018-11-01,104,2,53,4,57
2018-11-01,105,2,29,1,30
2018-11-01,106,2,70,2,72
2018-11-01,107,5,52,1,53
2018-11-01,108,8,30,0,30
2018-11-01,201,2,32,0,32
2018-11-01,202,1,72,2,74
2018-11-01,203,2,40,2,42
2018-11-01,204,2,35,0,35
2018-11-01,205,5,23,0,23
2018-11-01,206,2,91,3,94
2018-11-01,207,1,118,6,124
2018-11-01,208,0,115,1,116
2018-11-01,301,1,51,1,52
2018-11-01,302,0,71,1,72
2018-11-01,303,1,52,4,56
2018-11-01,304,1,63,1,64
2018-11-01,305,2,116,3,119
2018-11-01,306,0,48,2,50
2018-11-01,307,0,85,2,87
2018-11-01,308,0,71,3,74
2018-11-01,401,0,51,1,52
2018-11-01,402,0,38,1,39
2018-11-01,403,5,32,1,33
2018-11-01,404,1,35,1,36
2018-11-01,405,4,46,2,48
2018-11-01,406,3,51,0,51
2018-11-01,407,6,21,0,21
2018-11-01,408,2,20,1,21
2018-11-01,409,3,34,0,34
2018-11-01,501,6,76,4,80
2018-11-01,502,2,54,2,56
2018-11-01,503,1,81,5,86
2018-11-01,504,1,32,3,35
2018-11-01,505,2,55,3,58
2018-11-01,506,3,45,3,48
2018-11-01,507,4,48,9,57
2018-11-01,601,0,16,3,19
2018-11-01,602,0,54,5,59
2018-11-01,603,2,59,4,63
2018-11-01,604,2,37,6,43
2018-11-01,605,1,25,2,27
2018-11-01,606,1,41,2,43
2018-11-01,607,1,32,4,36
2018-11-01,608,2,32,7,39
2018-11-01,701,1,38,6,44
2018-11-01,702,1,13,2,15
2018-11-01,703,0,36,4,40
2018-11-01,704,1,23,6,29
2018-11-01,705,0,16,4,20
2018-11-01,706,0,17,4,21
2018-11-01,707,0,23,3,26
2018-11-01,708,0,20,6,26
2018-12-01,101,0,74,3,77
2018-12-01,102,0,39,4,43
2018-12-01,103,0,28,0,28
2018-12-01,104,7,64,1,65
2018-12-01,105,5,34,1,35
2018-12-01,106,6,103,0,103
2018-12-01,107,6,58,1,59
2018-12-01,108,12,28,1,29
2018-12-01,201,2,29,0,29
2018-12-01,202,2,61,0,61
2018-12-01,203,0,49,2,51
2018-12-01,204,0,43,2,45
2018-12-01,205,2,44,2,46
2018-12-01,206,2,91,2,93
2018-12-01,207,0,123,2,125
2018-12-01,208,4,109,2,111
2018-12-01,301,2,49,3,52
2018-12-01,302,1,88,11,99
2018-12-01,303,1,51,5,56
2018-12-01,304,0,47,4,51
2018-12-01,305,0,105,1,106
2018-12-01,306,1,35,4,39
2018-12-01,307,2,60,3,63
2018-12-01,308,1,54,1,55
2018-12-01,401,3,45,0,45
2018-12-01,402,6,53,1,54
2018-12-01,403,1,19,1,20
2018-12-01,404,4,46,2,48
2018-12-01,405,4,41,2,43
2018-12-01,406,2,52,2,54
2018-12-01,407,6,26,0,26
2018-12-01,408,0,19,0,19
2018-12-01,409,5,41,1,42
2018-12-01,501,3,69,2,71
2018-12-01,502,8,32,11,43
2018-12-01,503,4,89,2,91
2018-12-01,504,5,31,1,32
2018-12-01,505,2,56,1,57
2018-12-01,506,1,68,7,75
2018-12-01,507,5,41,2,43
2018-12-01,601,3,14,5,19
2018-12-01,602,1,43,6,49
2018-12-01,603,0,42,7,49
2018-12-01,604,33,44,9,53
2018-12-01,605,1,43,1,44
2018-12-01,606,0,24,2,26
2018-12-01,607,2,52,10,62
2018-12-01,608,1,36,3,39
2018-12-01,701,1,29,5,34
2018-12-01,702,1,14,5,19
2018-12-01,703,0,34,6,40
2018-12-01,704,4,20,3,23
2018-12-01,705,3,14,7,21
2018-12-01,706,0,12,4,16
2018-12-01,707,2,21,5,26
2018-12-01,708,2,27,6,33
2019-01-01,101,0,66,1,67
2019-01-01,102,0,21,4,25
2019-01-01,103,0,27,0,27
2019-01-01,104,11,76,3,79
2019-01-01,105,8,27,1,28
2019-01-01,106,8,65,4,69
2019-01-01,107,6,44,0,44
2019-01-01,108,7,33,0,33
2019-01-01,201,9,25,0,25
2019-01-01,202,2,61,0,61
2019-01-01,203,3,46,1,47
2019-01-01,204,1,41,2,43
2019-01-01,205,7,16,0,16
2019-01-01,206,6,92,0,92
2019-01-01,207,0,120,3,123
2019-01-01,208,2,110,3,113
2019-01-01,301,2,39,2,41
2019-01-01,302,2,54,1,55
2019-01-01,303,1,53,0,53
2019-01-01,304,2,43,1,44
2019-01-01,305,2,102,4,106
2019-01-01,306,2,35,3,38
2019-01-01,307,0,98,2,100
2019-01-01,308,5,52,7,59
2019-01-01,401,8,41,0,41
2019-01-01,402,2,24,3,27
2019-01-01,403,1,37,1,38
2019-01-01,404,4,34,0,34
2019-01-01,405,9,39,2,41
2019-01-01,406,2,37,1,38
2019-01-01,407,4,31,6,37
2019-01-01,408,3,20,2,22
2019-01-01,409,5,31,0,31
2019-01-01,501,4,78,2,80
2019-01-01,502,5,57,4,61
2019-01-01,503,3,91,4,95
2019-01-01,504,4,35,1,36
2019-01-01,505,0,45,3,48
2019-01-01,506,9,65,7,72
2019-01-01,507,8,36,9,45
2019-01-01,601,2,14,2,16
2019-01-01,602,2,54,3,57
2019-01-01,603,1,44,10,54
2019-01-01,604,1,33,4,37
2019-01-01,605,3,29,7,36
2019-01-01,606,2,33,4,37
2019-01-01,607,2,32,3,35
2019-01-01,608,0,46,7,53
2019-01-01,701,4,20,3,23
2019-01-01,702,2,18,7,25
2019-01-01,703,1,26,3,29
2019-01-01,704,0,19,2,21
2019-01-01,705,0,13,4,17
2019-01-01,706,0,22,6,28
2019-01-01,707,2,17,3,20
2019-01-01,708,0,26,5,31
2019-02-01,101,0,39,2,41
2019-02-01,102,0,22,0,22
2019-02-01,103,0,31,0,31
2019-02-01,104,0,40,2,42
2019-02-01,105,3,34,2,36
2019-02-01,106,1,62,2,64
2019-02-01,107,1,35,0,35
2019-02-01,108,6,29,1,30
2019-02-01,201,0,22,0,22
2019-02-01,202,2,53,0,53
2019-02-01,203,0,33,1,34
2019-02-01,204,2,31,0,31
2019-02-01,205,4,46,2,48
2019-02-01,206,2,83,0,83
2019-02-01,207,0,76,2,78
2019-02-01,208,0,99,0,99
2019-02-01,301,0,32,1,33
2019-02-01,302,2,80,4,84
2019-02-01,303,1,35,2,37
2019-02-01,304,0,21,0,21
2019-02-01,305,2,112,2,114
2019-02-01,306,0,45,3,48
2019-02-01,307,0,67,0,67
2019-02-01,308,1,49,3,52
2019-02-01,401,1,41,1,42
2019-02-01,402,1,20,2,22
2019-02-01,403,2,24,1,25
2019-02-01,404,0,51,3,54
2019-02-01,405,2,20,1,21
2019-02-01,406,2,34,0,34
2019-02-01,407,1,28,2,30
2019-02-01,408,1,26,0,26
2019-02-01,409,0,33,0,33
2019-02-01,501,0,40,3,43
2019-02-01,502,0,43,4,47
2019-02-01,503,0,59,4,63
2019-02-01,504,1,33,2,35
2019-02-01,505,0,46,3,49
2019-02-01,506,2,59,6,65
2019-02-01,507,2,36,8,44
2019-02-01,601,1,12,3,15
2019-02-01,602,0,41,4,45
2019-02-01,603,1,45,9,54
2019-02-01,604,2,35,7,42
2019-02-01,605,1,20,3,23
2019-02-01,606,0,18,0,18
2019-02-01,607,0,42,2,44
2019-02-01,608,0,14,6,20
2019-02-01,701,0,17,4,21
2019-02-01,702,0,12,3,15
2019-02-01,703,1,16,2,18
2019-02-01,704,0,20,0,20
2019-02-01,705,2,15,1,16
2019-02-01,706,0,14,4,18
2019-02-01,707,0,11,3,14
2019-02-01,708,0,18,6,24
2019-03-01,101,0,47,2,49
2019-03-01,102,1,24,2,26
2019-03-01,103,0,33,2,35
2019-03-01,104,12,55,1,56
2019-03-01,105,6,31,1,32
2019-03-01,106,5,58,1,59
2019-03-01,107,13,25,1,26
2019-03-01,108,20,29,0,29
2019-03-01,201,12,31,0,31
2019-03-01,202,16,54,2,56
2019-03-01,203,5,34,0,34
2019-03-01,204,6,40,0,40
2019-03-01,205,13,24,0,24
2019-03-01,206,8,106,0,106
2019-03-01,207,2,97,1,98
2019-03-01,208,0,102,3,105
2019-03-01,301,5,44,0,44
2019-03-01,302,8,53,4,57
2019-03-01,303,4,46,2,48
2019-03-01,304,0,44,1,45
2019-03-01,305,3,97,1,98
2019-03-01,306,7,38,1,39
2019-03-01,307,5,100,0,100
2019-03-01,308,4,63,3,66
2019-03-01,401,8,35,1,36
2019-03-01,402,5,31,0,31
2019-03-01,403,11,17,1,18
2019-03-01,404,8,43,0,43
2019-03-01,405,9,30,1,31
2019-03-01,406,4,41,1,42
2019-03-01,407,29,22,0,22
2019-03-01,408,5,29,1,30
2019-03-01,409,9,25,0,25
2019-03-01,501,4,69,2,71
2019-03-01,502,17,37,4,41
2019-03-01,503,14,65,4,69
2019-03-01,504,5,28,1,29
2019-03-01,505,4,47,2,49
