month,psa,cameras,property_crime,violent_crime,crimes
2020-07-01,707,0,16,7,23
2020-07-01,708,0,22,6,28
2020-08-01,101,0,38,0,38
2020-08-01,102,0,25,1,26
2020-08-01,103,7,22,0,22
2020-08-01,104,13,94,1,95
2020-08-01,105,1,9,5,14
2020-08-01,106,6,62,3,65
2020-08-01,107,10,45,1,46
2020-08-01,108,12,35,3,38
2020-08-01,201,4,15,0,15
2020-08-01,202,15,45,0,45
2020-08-01,203,1,32,1,33
2020-08-01,204,8,38,0,38
2020-08-01,205,8,7,0,7
2020-08-01,206,6,78,1,79
2020-08-01,207,0,62,5,67
2020-08-01,208,2,79,4,83
2020-08-01,301,4,41,2,43
2020-08-01,302,9,73,2,75
2020-08-01,303,1,48,0,48
2020-08-01,304,6,37,2,39
2020-08-01,305,5,72,3,75
2020-08-01,306,6,30,2,32
2020-08-01,307,3,57,0,57
2020-08-01,308,9,47,2,49
2020-08-01,401,10,40,0,40
2020-08-01,402,7,30,1,31
2020-08-01,403,9,31,5,36
2020-08-01,404,8,51,0,51
2020-08-01,405,10,34,1,35
2020-08-01,406,11,25,2,27
2020-08-01,407,14,29,4,33
2020-08-01,408,3,23,1,24
2020-08-01,409,9,28,0,28
2020-08-01,501,7,76,6,82
2020-08-01,502,12,38,4,42
2020-08-01,503,14,55,2,57
2020-08-01,504,13,36,2,38
2020-08-01,505,3,58,4,62
2020-08-01,506,12,49,4,53
2020-08-01,507,8,57,7,64
2020-08-01,601,3,17,5,22
2020-08-01,602,5,56,8,64
2020-08-01,603,4,46,10,56
2020-08-01,604,8,50,7,57
2020-08-01,605,11,30,6,36
2020-08-01,606,3,27,2,29
2020-08-01,607,8,43,3,46
2020-08-01,608,7,41,5,46
2020-08-01,701,1,10,8,18
2020-08-01,702,0,21,2,23
2020-08-01,703,3,18,2,20
2020-08-01,704,1,24,6,30
2020-08-01,705,2,15,7,22
2020-08-01,706,1,16,10,26
2020-08-01,707,4,24,8,32
2020-08-01,708,1,29,3,32
2020-09-01,101,0,52,4,56
2020-09-01,102,0,25,2,27
2020-09-01,103,2,19,3,22
2020-09-01,104,5,72,2,74
2020-09-01,105,0,20,1,21
2020-09-01,106,4,52,0,52
2020-09-01,107,3,60,1,61
2020-09-01,108,7,60,0,60
2020-09-01,201,2,15,0,15
2020-09-01,202,3,29,1,30
2020-09-01,203,3,34,2,36
2020-09-01,204,1,44,0,44
2020-09-01,205,5,22,0,22
2020-09-01,206,5,79,1,80
2020-09-01,207,0,69,2,71
2020-09-01,208,2,86,1,87
2020-09-01,301,2,37,1,38
2020-09-01,302,2,102,5,107
2020-09-01,303,2,68,1,69
2020-09-01,304,0,37,3,40
2020-09-01,305,2,81,2,83
2020-09-01,306,1,34,2,36
2020-09-01,307,1,59,5,64
2020-09-01,308,9,34,2,36
2020-09-01,401,3,40,3,43
2020-09-01,402,9,26,0,26
2020-09-01,403,0,26,3,29
2020-09-01,404,8,54,2,56
2020-09-01,405,9,36,0,36
2020-09-01,406,1,41,1,42
2020-09-01,407,6,46,2,48
2020-09-01,408,0,19,0,19
2020-09-01,409,5,27,2,29
2020-09-01,501,4,93,3,96
2020-09-01,502,10,56,4,60
2020-09-01,503,5,51,3,54
2020-09-01,504,1,33,3,36
2020-09-01,505,0,62,4,66
2020-09-01,506,4,55,6,61
2020-09-01,507,8,55,6,61
2020-09-01,601,1,25,2,27
2020-09-01,602,3,54,7,61
2020-09-01,603,5,54,9,63
2020-09-01,604,3,38,4,42
2020-09-01,605,2,31,2,33
2020-09-01,606,1,25,1,26
2020-09-01,607,1,36,7,43
2020-09-01,608,2,44,5,49
2020-09-01,701,1,16,7,23
2020-09-01,702,1,23,5,28
2020-09-01,703,0,18,3,21
2020-09-01,704,3,18,13,31
2020-09-01,705,2,13,2,15
2020-09-01,706,0,11,2,13
2020-09-01,707,2,15,6,21
2020-09-01,708,1,27,6,33
2020-10-01,101,0,60,1,61
2020-10-01,102,0,23,4,27
2020-10-01,103,3,27,0,27
2020-10-01,104,8,97,2,99
2020-10-01,105,1,16,2,18
2020-10-01,106,6,97,5,102
2020-10-01,107,4,62,2,64
2020-10-01,108,6,82,1,83
2020-10-01,201,3,13,0,13
2020-10-01,202,4,19,2,21
2020-10-01,203,0,35,1,36
2020-10-01,204,3,26,2,28
2020-10-01,205,6,11,0,11
2020-10-01,206,1,65,1,66
2020-10-01,207,1,67,1,68
2020-10-01,208,1,70,0,70
2020-10-01,301,0,36,0,36
2020-10-01,302,1,82,2,84
2020-10-01,303,2,37,1,38
2020-10-01,304,0,45,2,47
2020-10-01,305,1,62,0,62
2020-10-01,306,9,50,5,55
2020-10-01,307,0,66,1,67
2020-10-01,308,3,45,6,51
2020-10-01,401,5,33,1,34
2020-10-01,402,1,21,4,25
2020-10-01,403,5,23,0,23
2020-10-01,404,3,49,0,49
2020-10-01,405,8,23,2,25
2020-10-01,406,10,35,1,36
2020-10-01,407,6,30,3,33
2020-10-01,408,1,25,1,26
2020-10-01,409,4,41,0,41
2020-10-01,501,3,75,4,79
2020-10-01,502,2,79,6,85
2020-10-01,503,3,52,1,53
2020-10-01,504,6,32,3,35
2020-10-01,505,3,51,3,54
2020-10-01,506,4,65,8,73
2020-10-01,507,4,68,8,76
2020-10-01,601,2,22,6,28
2020-10-01,602,2,58,6,64
2020-10-01,603,3,48,6,54
2020-10-01,604,3,40,7,47
2020-10-01,605,3,30,2,32
2020-10-01,606,0,25,7,32
2020-10-01,607,2,39,7,46
2020-10-01,608,3,34,3,37
2020-10-01,701,0,11,7,18
2020-10-01,702,2,21,8,29
2020-10-01,703,0,14,5,19
2020-10-01,704,2,23,5,28
2020-10-01,705,0,15,4,19
2020-10-01,706,0,32,11,43
2020-10-01,707,3,16,7,23
2020-10-01,708,0,24,7,31
2020-11-01,101,0,42,1,43
2020-11-01,102,0,28,2,30
2020-11-01,103,0,27,2,29
2020-11-01,104,2,58,1,59
2020-11-01,105,0,23,4,27
2020-11-01,106,5,78,4,82
2020-11-01,107,9,55,3,58
2020-11-01,108,4,65,0,65
2020-11-01,201,3,17,0,17
2020-11-01,202,5,41,1,42
2020-11-01,203,4,41,0,41
2020-11-01,204,0,34,1,35
2020-11-01,205,1,16,0,16
2020-11-01,206,4,61,1,62
2020-11-01,207,0,79,8,87
2020-11-01,208,1,48,1,49
2020-11-01,301,1,55,0,55
2020-11-01,302,6,70,4,74
2020-11-01,303,0,63,2,65
2020-11-01,304,1,35,3,38
2020-11-01,305,1,73,2,75
2020-11-01,306,4,29,5,34
2020-11-01,307,1,56,0,56
2020-11-01,308,4,47,6,53
2020-11-01,401,3,45,1,46
2020-11-01,402,2,28,3,31
2020-11-01,403,3,33,5,38
2020-11-01,404,3,27,2,29
2020-11-01,405,4,27,0,27
2020-11-01,406,1,36,3,39
2020-11-01,407,3,31,4,35
2020-11-01,408,0,18,0,18
2020-11-01,409,0,32,4,36
2020-11-01,501,3,95,4,99
2020-11-01,502,3,31,2,33
2020-11-01,503,1,43,3,46
2020-11-01,504,3,36,0,36
2020-11-01,505,0,50,4,54
2020-11-01,506,7,37,7,44
2020-11-01,507,3,44,9,53
2020-11-01,601,0,17,2,19
2020-11-01,602,2,57,7,64
2020-11-01,603,0,59,6,65
2020-11-01,604,5,46,6,52
2020-11-01,605,1,29,5,34
2020-11-01,606,1,25,1,26
2020-11-01,607,1,33,4,37
2020-11-01,608,0,28,5,33
2020-11-01,701,1,23,2,25
2020-11-01,702,0,27,4,31
2020-11-01,703,0,21,7,28
2020-11-01,704,0,17,5,22
2020-11-01,705,0,15,3,18
2020-11-01,706,0,20,5,25
2020-11-01,707,2,14,3,17
2020-11-01,708,0,27,9,36
2020-12-01,101,0,34,1,35
2020-12-01,102,0,25,4,29
2020-12-01,103,1,16,1,17
2020-12-01,104,7,53,2,55
2020-12-01,105,1,23,0,23
2020-12-01,106,2,53,2,55
2020-12-01,107,11,35,1,36
2020-12-01,108,8,33,0,33
2020-12-01,201,5,23,0,23
2020-12-01,202,4,36,0,36
2020-12-01,203,3,30,1,31
2020-12-01,204,2,26,2,28
2020-12-01,205,3,9,0,9
2020-12-01,206,7,72,1,73
2020-12-01,207,1,72,1,73
2020-12-01,208,2,54,1,55
2020-12-01,301,2,31,1,32
2020-12-01,302,5,59,3,62
2020-12-01,303,0,48,0,48
2020-12-01,304,2,40,4,44
2020-12-01,305,3,60,1,61
2020-12-01,306,4,37,2,39
2020-12-01,307,1,76,2,78
2020-12-01,308,9,44,3,47
2020-12-01,401,2,50,1,51
2020-12-01,402,1,30,0,30
2020-12-01,403,6,37,1,38
2020-12-01,404,6,44,1,45
2020-12-01,405,4,34,2,36
2020-12-01,406,6,51,0,51
2020-12-01,407,13,34,1,35
2020-12-01,408,4,25,2,27
2020-12-01,409,6,25,1,26
2020-12-01,501,3,78,1,79
2020-12-01,502,10,39,2,41
2020-12-01,503,7,52,2,54
2020-12-01,504,4,31,0,31
2020-12-01,505,3,48,2,50
2020-12-01,506,1,51,4,55
2020-12-01,507,9,48,8,56
2020-12-01,601,2,9,0,9
2020-12-01,602,4,43,11,54
2020-12-01,603,1,54,10,64
2020-12-01,604,4,42,5,47
2020-12-01,605,5,34,3,37
2020-12-01,606,0,37,0,37
2020-12-01,607,3,38,4,42
2020-12-01,608,2,39,8,47
2020-12-01,701,3,29,7,36
2020-12-01,702,0,22,4,26
2020-12-01,703,1,29,2,31
2020-12-01,704,0,18,2,20
2020-12-01,705,2,18,1,19
2020-12-01,706,0,22,4,26
2020-12-01,707,1,22,2,24
2020-12-01,708,2,46,5,51
